Task(hh2e_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: None, Arousal: None
Task(e5p4_Reading) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 4.0
Task(e5p4_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 3.0
Task(e5p4_Speaking) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 4.0
Task(e5p4_Stroop) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 4.0
Task(e5p4_Video1) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 9.0, Arousal: 3.0
Task(e5p4_Video2) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 3.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 4.0
Task(d4n6_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 4.0
Task(d4n6_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 8.0
Task(d4n6_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 6.0
Task(d4n6_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 6.0
Task(d4n6_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(d4n6_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 4.0
Task(d4n6_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 3.0
Task(d4n6_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 4.0
Task(d4n6_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 4.0
Task(d4n6_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 2.0] [Valence: 7.0, Arousal: 4.0
Task(d4n6_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(c3m7_Breathing) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 8.0, Arousal: 7.0
Task(c3m7_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 9.0, Relaxed: 2.0] [Valence: 7.0, Arousal: 7.0
Task(c3m7_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 7.0, Arousal: 7.0
Task(c3m7_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 5.0
Task(c3m7_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 6.0
Task(c3m7_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 6.0
Task(c3m7_Relax) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 7.0
Task(c3m7_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 9.0, Relaxed: 1.0] [Valence: 6.0, Arousal: 7.0
Task(c3m7_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 8.0, Arousal: 8.0
Task(c3m7_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 8.0, Arousal: 8.0
Task(c3m7_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 7.0
Task(b2l8_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(b2l8_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 6.0
Task(b2l8_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 9.0, Relaxed: 1.0] [Valence: 3.0, Arousal: 4.0
Task(b2l8_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 6.0
Task(b2l8_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 6.0
Task(b2l8_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 6.0
Task(b2l8_Relax) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 6.0
Task(b2l8_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 8.0, Arousal: 7.0
Task(b2l8_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 7.0
Task(b2l8_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 2.0] [Valence: 7.0, Arousal: 8.0
Task(b2l8_Video2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 7.0
Task(a1k9_Breathing) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 8.0
Task(a1k9_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(a1k9_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 6.0
Task(a1k9_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 7.0
Task(a1k9_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(a1k9_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 7.0
Task(a1k9_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 5.0
Task(a1k9_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 7.0, Arousal: 7.0
Task(a1k9_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 7.0
Task(a1k9_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 8.0
Task(a1k9_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 8.0
Task(t6v9_Breathing) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 3.0
Task(t6v9_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 10.0
Task(t6v9_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 8.0
Task(t6v9_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 8.0
Task(t6v9_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 7.0
Task(t6v9_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(t6v9_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 0.0
Task(t6v9_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(t6v9_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 0.0] [Valence: 5.0, Arousal: 7.0
Task(t6v9_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 6.0
Task(t6v9_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 7.0
Task(b9w0_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(b9w0_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 9.0
Task(b9w0_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 1.0] [Valence: 3.0, Arousal: 9.0
Task(b9w0_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 8.0
Task(b9w0_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 9.0
Task(b9w0_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 5.0
Task(b9w0_Relax) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 4.0
Task(b9w0_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 9.0
Task(b9w0_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 9.0
Task(b9w0_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(b9w0_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
